customerid,gender,paperlessbilling,paymentmethod,children,contract_date,married,birth_date,churn_date,country,zipcode,contract_channel,billing_date,monthlycharges,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,phone_lines,streaming,date,tenure_months,tenure_penalty,age
7d63d1b9e767b2453004c6749f7f1717,Male,Yes,Bank transfer (automatic),2,2022-12-13,No,1966-05-02,,ES,37215,Internet,2023-01-31,70.45,DSL,Yes,Yes,No,Yes,1.0,Yes,2023-01-31,13,224.84,58
7d653a5050e0cb34642cd6693a491368,Male,Yes,Credit card (automatic),0,2021-06-14,No,1934-07-24,2023-05-17,ES,39612,Store,2023-01-31,95.9,Fiber optic,No,No,Yes,No,1.0,Yes,2023-01-31,3,57.42,90
7d6d61ed1218c927dd01326278fe9e90,Male,No,Electronic check,2,2021-09-10,Yes,1968-08-03,,ES,15603,Store,2023-01-31,84.9,DSL,Yes,Yes,No,Yes,2.0,Yes,2023-01-31,13,207.72,56
7d7859cff241fc2f1678ef8544c6121e,Female,No,Mailed check,0,2020-09-17,Yes,1999-06-25,,ES,42022,Store,2023-01-31,25.55,No,No internet service,No internet service,No internet service,No internet service,2.0,No,2023-01-31,4,62.38,25
7d7da7f5f529094e874863971b0aa602,Female,No,Mailed check,0,2021-07-27,Yes,2006-12-16,,ES,47380,Phone,2023-01-31,20.1,No,No internet service,No internet service,No internet service,No internet service,1.0,No,2023-01-31,3,64.96,18
7d9b0bc1aa0f10844cf04f5f67e761ec,Male,No,Electronic check,2,2018-10-26,Yes,1997-11-02,2023-05-23,ES,35026,Phone,2023-01-31,59.3,DSL,Yes,Yes,Yes,No,0.0,Yes,2023-01-31,3,57.82,27
7d9e48cf114773b8d3e9c65eab0f1687,Male,No,Bank transfer (automatic),1,2018-06-02,Yes,1998-08-12,2023-06-03,ES,15327,Phone,2023-01-31,57.55,DSL,Yes,Yes,No,Yes,1.0,No,2023-01-31,1,17.07,26
7d9eb3be06167b71fde5faf288a358b9,Female,Yes,Credit card (automatic),0,2021-10-28,No,1981-11-11,2023-05-16,ES,43441,Store,2023-01-31,25.4,No,No internet service,No internet service,No internet service,No internet service,2.0,No,2023-01-31,2,39.82,43
7dc9dfb2382a4eca8c752825274a9d6c,Female,No,Mailed check,0,2022-06-02,No,1975-03-10,,ES,40423,Phone,2023-01-31,20.25,No,No internet service,No internet service,No internet service,No internet service,1.0,No,2023-01-31,13,204.85,49
7dcbd0cefdccddd37a59830cc88e3d13,Male,No,Electronic check,2,2020-06-24,Yes,2011-11-07,,ES,49467,Store,2023-01-31,59.95,DSL,Yes,No,Yes,Yes,0.0,Yes,2023-01-31,3,52.33,13
7de47e2774df58a64f9bbb0de0d6ba4a,Female,Yes,Electronic check,0,2017-04-14,Yes,1971-10-02,,ES,16588,Internet,2023-01-31,26.3,No,No internet service,No internet service,No internet service,No internet service,2.0,No,2023-01-31,14,223.46,53
7df0aa5a23c40e8b1c7dafe416692767,Male,Yes,Electronic check,0,2019-03-15,Yes,1984-05-19,,ES,48330,Store,2023-01-31,94.65,Fiber optic,No,Yes,Yes,No,2.0,Yes,2023-01-31,11,247.39,40
7e029f7f1b57d31b4c8ff8c7726a0fb5,Male,Yes,Credit card (automatic),2,2019-10-12,Yes,1970-11-07,,ES,02116,Phone,2023-01-31,25.25,DSL,No,No,No,No,0.0,No,2023-01-31,9,149.23,54
7e09b3d21d8e89807dbaccc68c1fa445,Male,No,Credit card (automatic),0,2021-12-17,Yes,1946-01-14,,ES,23362,Phone,2023-01-31,93.8,Fiber optic,Yes,Yes,No,No,2.0,Yes,2023-01-31,8,198.38,79
7e1cf4273552ea0b226cdebb378fcead,Female,Yes,Electronic check,1,2017-01-09,Yes,1989-02-10,,ES,35034,Phone,2023-01-31,115.5,Fiber optic,Yes,Yes,Yes,Yes,2.0,Yes,2023-01-31,3,65.7,35
7e275040916b1b3afe416a7651aa3621,Female,Yes,Bank transfer (automatic),0,2021-07-19,No,1978-07-18,,ES,16438,Phone,2023-01-31,95.05,Fiber optic,No,No,Yes,Yes,2.0,Yes,2023-01-31,4,82.93,46
7e3dff09edd3809ef5c7562fbd7f3677,Male,Yes,Credit card (automatic),0,2017-01-10,Yes,1982-05-11,,ES,07345,Store,2023-01-31,90.25,DSL,Yes,Yes,Yes,Yes,2.0,Yes,2023-01-31,12,128.33,42
7e5e934a9fb0c56cd1443f18dffc9d5b,Female,Yes,Electronic check,1,2017-05-21,Yes,2006-01-27,,ES,15136,Internet,2023-01-31,78.45,DSL,Yes,Yes,Yes,Yes,2.0,Yes,2023-01-31,10,160.48,18
7e5fa1b315cfd59bbc101d3cf1adf216,Female,No,Credit card (automatic),0,2017-02-09,Yes,1935-12-18,,ES,40323,Store,2023-01-31,89.45,Fiber optic,No,Yes,Yes,No,1.0,Yes,2023-01-31,12,160.18,89
7e7cbc25b829a887cffeffe968958848,Female,No,Bank transfer (automatic),0,2022-01-01,Yes,1971-06-12,,ES,49165,Store,2023-01-31,54.2,DSL,Yes,No,No,Yes,1.0,No,2023-01-31,4,70.7,53
7e92abf06bf2a2f752698ef320681698,Male,Yes,Electronic check,0,2022-11-21,No,1939-03-20,2023-09-08,ES,35560,Phone,2023-01-31,93.85,Fiber optic,No,No,No,No,2.0,Yes,2023-01-31,2,44.28,85
7ea84dca61ba18c4390293aa98eb24d1,Female,Yes,Bank transfer (automatic),0,2022-02-06,No,1954-11-11,2023-04-23,ES,16131,Phone,2023-01-31,95.15,Fiber optic,No,No,No,No,1.0,Yes,2023-01-31,3,65.6,70
7eb808abe2d6ebcec69d039f39ae749d,Male,Yes,Credit card (automatic),0,2022-12-13,No,1994-09-13,2023-09-22,ES,25427,Store,2023-01-31,90.85,Fiber optic,No,Yes,No,No,2.0,Yes,2023-01-31,2,39.27,30
7ecf0842b4caced3de1f25ab8686aa8d,Female,Yes,Bank transfer (automatic),0,2018-05-20,No,1944-11-28,2023-09-03,ES,43030,Store,2023-01-31,104.75,Fiber optic,No,Yes,Yes,No,2.0,Yes,2023-01-31,3,72.71,80
7ed9efbd6da101f56d70ef5f11a9ebf6,Female,No,Electronic check,0,2020-02-02,No,2005-11-03,,ES,05212,Store,2023-01-31,24.15,DSL,No,No,No,No,0.0,No,2023-01-31,3,71.43,19
7eebb91b3cdca4e9e1e884ddddbea666,Male,Yes,Mailed check,0,2022-12-22,No,2010-02-28,,ES,42005,Store,2023-01-31,45.8,DSL,No,No,No,No,1.0,No,2023-01-31,6,104.08,14
7f01ab7b54553939ee188e46b6095a04,Male,Yes,Electronic check,2,2019-02-10,Yes,1998-06-26,2023-04-09,ES,28038,Phone,2023-01-31,99.35,Fiber optic,No,Yes,No,No,2.0,Yes,2023-01-31,4,40.17,26
7f067705789232b24b0efc067e9a223e,Female,Yes,Electronic check,0,2022-01-26,No,2000-07-15,,ES,43042,Store,2023-01-31,89.15,Fiber optic,No,Yes,No,No,2.0,Yes,2023-01-31,4,66.61,24
7f14aa99eb3ecb62f6e0ac57c40c3688,Female,No,Bank transfer (automatic),0,2017-01-05,Yes,1978-04-13,,ES,02601,Phone,2023-01-31,20.05,No,No internet service,No internet service,No internet service,No internet service,1.0,No,2023-01-31,13,295.14,46
7f17d830013a5dacccdb957ad7e6aa90,Male,Yes,Electronic check,0,2021-10-27,No,1977-10-11,2023-04-24,ES,49355,Store,2023-01-31,29.7,DSL,No,No,No,Yes,0.0,No,2023-01-31,3,55.85,47
7f29bb17fe67bc6868e5aaaa353ed448,Female,Yes,Credit card (automatic),0,2017-07-20,No,1935-08-27,,ES,42172,Store,2023-01-31,63.85,DSL,Yes,Yes,No,Yes,2.0,No,2023-01-31,6,65.82,89
7f992b950e3e8af117acf28177e9829b,Male,Yes,Credit card (automatic),2,2019-05-05,Yes,2007-01-21,,ES,40259,Internet,2023-01-31,54.05,DSL,Yes,Yes,Yes,Yes,0.0,Yes,2023-01-31,11,139.0,17
7fb02ee0f74f6ba8debce887c6484604,Male,Yes,Bank transfer (automatic),0,2017-02-27,Yes,1938-03-05,,ES,50210,Internet,2023-01-31,115.05,Fiber optic,Yes,Yes,Yes,Yes,2.0,Yes,2023-01-31,3,67.51,86
7fd4f58a052d921457e1fdb240698dd9,Female,Yes,Credit card (automatic),2,2021-09-17,Yes,1974-08-19,,ES,22402,Store,2023-01-31,79.95,Fiber optic,No,Yes,No,No,2.0,No,2023-01-31,4,47.5,50
7fe1953a41150b05ae8ea61c37a4efbc,Male,No,Credit card (automatic),0,2021-05-15,No,1943-12-14,2023-09-02,ES,48143,Store,2023-01-31,71.3,Fiber optic,No,No,No,No,1.0,No,2023-01-31,3,74.27,81
7fe3240d6441eb2fc2c1e72b4b9849e0,Female,Yes,Mailed check,0,2022-10-26,No,1986-10-08,,ES,02036,Internet,2023-01-31,74.75,Fiber optic,No,No,Yes,No,1.0,No,2023-01-31,5,57.12,38
7feaa50087658a01448582d8913780b4,Male,Yes,Electronic check,0,2022-12-23,No,2008-01-14,2023-06-24,ES,12645,Phone,2023-01-31,42.9,DSL,No,No,No,No,1.0,No,2023-01-31,1,24.26,16
7feb2a54e307a7ec353a7f51616903e6,Male,No,Electronic check,2,2022-02-19,No,1973-05-14,,ES,48042,Store,2023-01-31,86.2,Fiber optic,No,No,No,No,2.0,Yes,2023-01-31,9,101.27,51
7fefa2027ce9cf203287d324214318a4,Female,Yes,Credit card (automatic),0,2022-08-09,No,1946-09-06,2023-09-22,ES,08554,Phone,2023-01-31,75.55,Fiber optic,No,No,Yes,No,1.0,No,2023-01-31,1,22.35,78
7ff635fce861fff144baefa64f8f1dea,Male,Yes,Bank transfer (automatic),0,2022-03-12,No,2004-12-04,2023-09-03,ES,40351,Internet,2023-01-31,80.7,Fiber optic,No,Yes,No,No,2.0,No,2023-01-31,2,39.67,20
80166104740d9c77560d767c9d5f32bc,Male,Yes,Electronic check,0,2022-05-24,No,2001-09-04,,ES,24261,Phone,2023-01-31,59.25,DSL,No,No,No,No,2.0,Yes,2023-01-31,3,76.59,23
803583c36ca4fc9d0edf43100f022ffb,Female,No,Bank transfer (automatic),1,2017-04-28,Yes,1968-02-06,,ES,33417,Internet,2023-01-31,19.75,No,No internet service,No internet service,No internet service,No internet service,1.0,No,2023-01-31,10,132.62,56
8043c44885b1eb1476624dc9f5ddb7a6,Male,Yes,Mailed check,0,2020-04-24,Yes,1977-03-12,,ES,19533,Phone,2023-01-31,61.05,DSL,Yes,Yes,No,Yes,1.0,No,2023-01-31,7,143.7,47
80531b1ba331db879a27468c70f24619,Female,No,Mailed check,0,2020-10-18,No,1999-01-09,,ES,17496,Store,2023-01-31,19.15,No,No internet service,No internet service,No internet service,No internet service,1.0,No,2023-01-31,14,342.08,25
80808247db108b5bf29bcacbb48c675e,Female,Yes,Bank transfer (automatic),0,2019-06-20,No,1983-08-12,,ES,28578,Phone,2023-01-31,19.65,No,No internet service,No internet service,No internet service,No internet service,1.0,No,2023-01-31,8,97.21,41
808b1511c098bc8c66494d8fc46a43b5,Female,Yes,Credit card (automatic),2,2021-04-10,Yes,1991-04-08,,ES,20253,Phone,2023-01-31,58.85,DSL,No,Yes,No,No,1.0,Yes,2023-01-31,13,284.18,33
8098e37dbc46c76b0d0b42b160bbf5f3,Female,No,Mailed check,1,2019-01-17,Yes,1965-03-13,,ES,27537,Phone,2023-01-31,39.4,DSL,Yes,Yes,No,Yes,0.0,No,2023-01-31,10,134.51,59
809f526f667f72ef52a6dde1b7f796f7,Male,Yes,Bank transfer (automatic),1,2022-09-15,Yes,1975-11-03,2023-04-16,ES,40521,Phone,2023-01-31,84.8,Fiber optic,No,Yes,Yes,No,2.0,No,2023-01-31,3,32.3,49
80c2dd60533feabee08c4d3c9dc35f6f,Female,No,Bank transfer (automatic),2,2020-02-23,Yes,1976-05-05,,ES,23106,Internet,2023-01-31,24.3,No,No internet service,No internet service,No internet service,No internet service,2.0,No,2023-01-31,11,124.45,48
80ea3a9798d0103648bf91320dd7c181,Female,Yes,Mailed check,0,2022-12-02,No,1994-07-15,2023-07-06,ES,44167,Phone,2023-01-31,70.15,Fiber optic,No,No,No,No,1.0,No,2023-01-31,1,12.01,30
8103399a906bd47f70927b8720cb2265,Female,No,Electronic check,0,2022-12-28,No,1999-07-28,2023-03-23,ES,33489,Phone,2023-01-31,70.5,Fiber optic,No,No,No,No,1.0,No,2023-01-31,4,82.71,25
810f8118f2edb79cfad4dabdfe5721c2,Female,No,Electronic check,0,2022-12-06,Yes,2001-09-14,2023-08-12,ES,30301,Phone,2023-01-31,78.8,Fiber optic,No,No,No,No,1.0,Yes,2023-01-31,1,20.3,23
8110f1a1f77b25c32e6b0262348b45d6,Female,Yes,Mailed check,0,2022-12-05,No,1991-10-20,2023-07-26,ES,22591,Store,2023-01-31,70.15,Fiber optic,No,No,No,No,1.0,No,2023-01-31,4,52.53,33
8112865b652f0539a691f1381676ed8f,Male,No,Credit card (automatic),0,2019-09-18,No,1992-10-12,,ES,11149,Phone,2023-01-31,36.0,DSL,No,Yes,No,Yes,0.0,No,2023-01-31,11,231.68,32
811f528d972dd12dc46104446de1666e,Male,No,Credit card (automatic),0,2021-12-27,No,2009-05-20,,ES,23532,Store,2023-01-31,20.0,No,No internet service,No internet service,No internet service,No internet service,1.0,No,2023-01-31,9,195.62,15
81281cb3399f7fa84c5e90102eabf812,Female,Yes,Credit card (automatic),0,2017-06-17,Yes,1957-11-06,,ES,09019,Store,2023-01-31,105.4,Fiber optic,Yes,Yes,Yes,Yes,2.0,Yes,2023-01-31,9,230.17,67
81323ed14de4edd398004b77e4c4727e,Male,Yes,Credit card (automatic),0,2021-09-24,No,1967-10-01,,ES,13430,Phone,2023-01-31,20.6,No,No internet service,No internet service,No internet service,No internet service,1.0,No,2023-01-31,7,92.12,57
8168f85b9e7f103981b366a46b898ea9,Male,Yes,Mailed check,0,2022-08-04,No,1971-01-09,,ES,06047,Internet,2023-01-31,19.25,No,No internet service,No internet service,No internet service,No internet service,1.0,No,2023-01-31,2,46.22,54
81a231c9e72f94e4c72a6616793d0d9a,Female,Yes,Credit card (automatic),1,2020-02-08,Yes,1989-06-19,,ES,37227,Store,2023-01-31,46.35,DSL,Yes,No,No,Yes,0.0,Yes,2023-01-31,8,159.84,35
81c929ab8ab3a0698c1e268ff6c91681,Female,No,Bank transfer (automatic),0,2020-05-16,Yes,1995-10-05,,ES,37544,Internet,2023-01-31,19.4,No,No internet service,No internet service,No internet service,No internet service,1.0,No,2023-01-31,7,163.08,29
81cb6bbdd465322f2c0b00444cf36103,Male,Yes,Electronic check,2,2017-01-05,Yes,1975-07-07,,ES,16236,Phone,2023-01-31,89.7,Fiber optic,No,Yes,No,No,2.0,Yes,2023-01-31,10,190.54,49
81d5353a458b1d327c7dae79827203ce,Male,Yes,Bank transfer (automatic),0,2021-03-05,No,1992-12-08,,ES,37640,Phone,2023-01-31,94.95,Fiber optic,No,Yes,Yes,Yes,1.0,Yes,2023-01-31,9,213.0,32
81f6be4531a0687a0e26db164372ec53,Female,Yes,Credit card (automatic),1,2022-01-04,Yes,1972-09-17,,ES,02072,Internet,2023-01-31,58.35,DSL,No,No,Yes,No,1.0,Yes,2023-01-31,3,36.5,52
820f8828fbe6b2ae7d93039d1797ff26,Female,No,Credit card (automatic),0,2019-03-08,No,1985-05-25,,ES,48388,Phone,2023-01-31,55.65,DSL,No,No,No,No,1.0,Yes,2023-01-31,11,126.06,39
8232fe067a84a1c809603438fc2f024f,Female,No,Credit card (automatic),1,2018-06-04,Yes,2006-09-04,,ES,22243,Internet,2023-01-31,20.0,No,No internet service,No internet service,No internet service,No internet service,1.0,No,2023-01-31,7,79.99,18
823a08d29547f459e675de7e2bda2ebc,Female,No,Electronic check,0,2017-01-22,Yes,1974-04-26,,ES,31302,Phone,2023-01-31,115.15,Fiber optic,Yes,Yes,Yes,Yes,2.0,Yes,2023-01-31,14,268.54,50
823d87e52c6c61a1e16fd88c0cec5be3,Male,No,Credit card (automatic),1,2017-07-23,Yes,2011-11-08,,ES,34252,Phone,2023-01-31,20.0,No,No internet service,No internet service,No internet service,No internet service,1.0,No,2023-01-31,7,101.5,13
824bacede1d0575a1e3a8a358c9105a1,Male,No,Credit card (automatic),0,2021-03-08,Yes,2002-03-06,,ES,33336,Phone,2023-01-31,95.9,Fiber optic,Yes,No,No,Yes,2.0,Yes,2023-01-31,13,310.78,22
82661a7abe8e439308b303ba36331591,Male,Yes,Bank transfer (automatic),0,2017-06-12,Yes,1953-05-11,,ES,13640,Phone,2023-01-31,60.95,DSL,Yes,Yes,No,Yes,1.0,No,2023-01-31,10,205.39,71
827c770fcb4226c6c4ae6ed1a5765e72,Male,Yes,Electronic check,0,2022-05-20,No,1971-08-02,2023-09-02,ES,40318,Internet,2023-01-31,30.45,DSL,Yes,No,No,No,0.0,No,2023-01-31,3,62.71,53
827c77875476cc716de8f4e807dffb43,Female,Yes,Bank transfer (automatic),0,2019-08-23,Yes,1982-05-23,,ES,32338,Internet,2023-01-31,104.45,Fiber optic,Yes,Yes,Yes,No,1.0,Yes,2023-01-31,12,270.62,42
828afe30ed0166cda90395481625046b,Male,Yes,Bank transfer (automatic),1,2018-05-22,Yes,1939-06-14,2023-06-06,ES,31304,Store,2023-01-31,104.55,Fiber optic,Yes,No,Yes,No,2.0,Yes,2023-01-31,2,35.06,85
8290656e9ccf9ef0fac9e0a7f07f7602,Female,Yes,Electronic check,0,2019-12-10,No,1936-01-01,2023-06-10,ES,30091,Store,2023-01-31,96.55,Fiber optic,No,No,No,No,2.0,Yes,2023-01-31,2,26.46,89
829263476c6daa02102f4b7289f8bb1b,Male,No,Mailed check,0,2022-12-08,No,1989-02-19,2023-07-25,ES,32568,Internet,2023-01-31,20.5,No,No internet service,No internet service,No internet service,No internet service,1.0,No,2023-01-31,3,42.64,35
82987f2d6afca91a1d2a036c4ab0e823,Male,Yes,Credit card (automatic),0,2021-08-25,No,1978-10-07,,ES,02489,Store,2023-01-31,90.95,Fiber optic,No,Yes,Yes,No,1.0,Yes,2023-01-31,5,115.14,46
82a881d41063a77781b87adc35402ec3,Male,No,Credit card (automatic),0,2022-11-23,No,1991-03-02,2023-07-16,ES,13206,Phone,2023-01-31,19.3,No,No internet service,No internet service,No internet service,No internet service,1.0,No,2023-01-31,4,63.88,33
82a9a888d1e1185d8c97e64718403b24,Male,No,Electronic check,0,2020-07-21,No,1994-07-01,,ES,12214,Store,2023-01-31,70.4,DSL,Yes,Yes,No,Yes,1.0,Yes,2023-01-31,8,159.72,30
82ab2fd26b93c9ac59006d830bb1c3d2,Female,Yes,Electronic check,0,2020-02-15,No,1940-02-19,,ES,42502,Internet,2023-01-31,99.05,Fiber optic,Yes,No,No,No,2.0,Yes,2023-01-31,14,205.79,84
82b3d5af88e6c76e6edbd588db5d8861,Male,Yes,Credit card (automatic),0,2018-05-26,No,1987-06-07,,ES,03556,Phone,2023-01-31,81.8,DSL,No,Yes,Yes,Yes,1.0,Yes,2023-01-31,14,146.61,37
82b8c0ada2dce9911313c123552fe562,Female,Yes,Bank transfer (automatic),1,2018-06-01,Yes,1979-09-25,,ES,01439,Phone,2023-01-31,75.75,DSL,Yes,Yes,No,Yes,2.0,Yes,2023-01-31,3,71.11,45
82baa2bc0b0a71421db31c611de344c2,Female,No,Mailed check,1,2022-10-20,Yes,1974-02-16,,ES,18122,Store,2023-01-31,40.3,DSL,No,Yes,No,No,0.0,Yes,2023-01-31,3,66.08,50
82d4952d269fc79fd42036b1a68b52f4,Female,No,Credit card (automatic),0,2020-08-05,No,1973-04-19,,ES,18355,Internet,2023-01-31,58.0,DSL,Yes,No,Yes,Yes,1.0,No,2023-01-31,14,218.46,51
82da0c7287b821f7a7c047ee6d3990f6,Male,No,Electronic check,2,2017-02-19,Yes,1981-03-26,,ES,46385,Store,2023-01-31,90.4,DSL,Yes,Yes,Yes,Yes,2.0,Yes,2023-01-31,4,40.25,43
82f1f57229f87dcaa6e768a53f5c5e5b,Male,Yes,Mailed check,1,2018-09-17,No,1970-12-14,,ES,38403,Internet,2023-01-31,85.15,DSL,Yes,Yes,No,Yes,2.0,Yes,2023-01-31,8,92.27,54
830236f6f8a4f65fe0ba7c38dd0372be,Female,No,Electronic check,0,2018-01-19,No,1972-09-24,,ES,40274,Store,2023-01-31,53.6,DSL,Yes,No,Yes,No,0.0,Yes,2023-01-31,6,137.2,52
83130e9cb0fcf08cc15ff6a155ebe362,Female,Yes,Bank transfer (automatic),2,2017-05-12,Yes,1979-02-02,,ES,02550,Phone,2023-01-31,109.05,Fiber optic,Yes,No,Yes,Yes,2.0,Yes,2023-01-31,11,214.72,45
831c841c29a89486ee0f2e9beebf9e64,Female,No,Mailed check,0,2020-12-08,No,2005-07-03,2023-06-26,ES,40309,Phone,2023-01-31,74.3,DSL,Yes,Yes,Yes,Yes,1.0,Yes,2023-01-31,7,137.97,19
832d6919162d9ffcfe0ee6dccf7996a9,Female,Yes,Bank transfer (automatic),2,2019-03-17,No,1975-02-18,2023-08-11,ES,09423,Internet,2023-01-31,105.2,Fiber optic,Yes,Yes,No,Yes,1.0,Yes,2023-01-31,2,38.84,49
83325e27f5b19b630137c64601e27e7f,Male,No,Bank transfer (automatic),0,2018-09-14,No,1991-04-10,,ES,06091,Internet,2023-01-31,21.0,No,No internet service,No internet service,No internet service,No internet service,1.0,No,2023-01-31,8,92.85,33
833a6815883afe740062747664f2d252,Female,Yes,Credit card (automatic),0,2020-01-07,Yes,1970-10-12,,ES,25300,Store,2023-01-31,106.05,Fiber optic,Yes,Yes,Yes,Yes,2.0,Yes,2023-01-31,3,50.54,54
834a1e48235dc8700af1816044fc0fff,Female,Yes,Mailed check,0,2020-06-11,Yes,2001-02-08,,ES,25336,Phone,2023-01-31,49.2,DSL,No,No,No,Yes,1.0,No,2023-01-31,9,191.02,23
834afc3857305af9ee3075705506e4ab,Female,Yes,Electronic check,0,2022-02-16,Yes,1948-03-01,2023-09-14,ES,12500,Store,2023-01-31,99.55,Fiber optic,No,No,Yes,No,2.0,Yes,2023-01-31,3,49.82,76
834baf0680619041ce1fe3fbd7f3500a,Female,Yes,Electronic check,2,2018-06-25,Yes,1989-02-26,,ES,34300,Internet,2023-01-31,85.1,Fiber optic,Yes,Yes,No,No,2.0,No,2023-01-31,14,306.77,35
83665d66eef879dc5898fc8e8f66afa4,Female,Yes,Electronic check,0,2022-09-26,No,2002-02-18,2023-08-21,ES,49461,Store,2023-01-31,79.0,Fiber optic,No,No,No,No,1.0,Yes,2023-01-31,2,33.55,22
8380e77d967fc2305dc8e7452cbf090c,Female,Yes,Credit card (automatic),0,2019-04-13,Yes,1984-03-10,,ES,30628,Store,2023-01-31,50.25,DSL,No,No,Yes,No,1.0,No,2023-01-31,8,153.59,40
838718a27c8438ef3e0170e6df804f27,Male,No,Bank transfer (automatic),1,2017-05-09,Yes,1987-06-15,,ES,28199,Internet,2023-01-31,95.1,Fiber optic,Yes,Yes,No,Yes,1.0,Yes,2023-01-31,8,144.07,37
8392a86e365a5be6a02ecc4480c8acd9,Female,No,Mailed check,0,2022-12-11,No,1988-12-02,2023-05-07,ES,37049,Phone,2023-01-31,20.9,No,No internet service,No internet service,No internet service,No internet service,1.0,No,2023-01-31,3,58.36,36
83b19a41f23afdc6e05b6f4478d789ea,Male,No,Mailed check,1,2021-01-21,Yes,1965-12-26,,ES,08639,Store,2023-01-31,74.8,DSL,Yes,No,No,No,2.0,Yes,2023-01-31,5,101.32,59
83c11f22f12e76b051a843e51c90ed03,Male,Yes,Credit card (automatic),0,2022-03-27,No,1996-05-09,,ES,11290,Store,2023-01-31,45.8,DSL,No,No,No,No,1.0,No,2023-01-31,5,76.69,28
83c5a12c91a2773d09d0c393aabf819b,Female,Yes,Bank transfer (automatic),0,2020-11-04,Yes,1945-03-21,,ES,06624,Store,2023-01-31,98.1,Fiber optic,No,No,Yes,No,2.0,Yes,2023-01-31,9,146.12,79
83c5a1c94de789c6996955d1f50517ce,Male,No,Mailed check,2,2022-09-23,Yes,2001-08-05,,ES,02498,Store,2023-01-31,45.25,DSL,No,No,No,No,1.0,No,2023-01-31,13,281.82,23
83cbcb5953efdf4afba93fc3a78d38d7,Male,No,Mailed check,0,2022-09-18,No,1971-05-01,,ES,37399,Internet,2023-01-31,25.25,No,No internet service,No internet service,No internet service,No internet service,2.0,No,2023-01-31,11,176.37,53
83d28b67c6bb6f561385a3e29e21279f,Female,No,Mailed check,2,2018-02-26,Yes,1968-12-16,,ES,51570,Internet,2023-01-31,65.5,DSL,Yes,Yes,No,Yes,2.0,No,2023-01-31,7,137.16,56
83f2eeb564ad994622f2b387be125dab,Male,No,Electronic check,1,2019-07-15,Yes,2004-08-15,,ES,17483,Store,2023-01-31,97.1,Fiber optic,Yes,No,No,No,2.0,Yes,2023-01-31,12,280.75,20
84137f4543e3b7c969f4e79f04be558c,Male,Yes,Credit card (automatic),0,2021-07-03,No,1986-11-13,,ES,16327,Internet,2023-01-31,89.6,Fiber optic,No,No,Yes,No,2.0,Yes,2023-01-31,8,155.15,38
84170006d53a763d1782569fa94c4c3e,Male,Yes,Electronic check,0,2022-02-03,No,1988-05-06,,ES,34573,Internet,2023-01-31,69.35,DSL,No,No,Yes,No,1.0,Yes,2023-01-31,11,123.58,36
844a412201814109f3fa182982895d55,Female,No,Mailed check,0,2019-02-25,No,1992-10-21,,ES,30518,Internet,2023-01-31,41.9,DSL,Yes,No,Yes,Yes,0.0,No,2023-01-31,5,106.63,32
84590afc1274058e9e3e6428d0f388c3,Male,No,Electronic check,0,2020-02-14,No,2002-05-04,,ES,22163,Internet,2023-01-31,95.5,Fiber optic,No,No,Yes,Yes,2.0,Yes,2023-01-31,3,63.88,22
846633623344c175f16e0b106918699e,Male,Yes,Credit card (automatic),1,2017-01-07,Yes,1990-07-07,,ES,15635,Phone,2023-01-31,25.1,No,No internet service,No internet service,No internet service,No internet service,2.0,No,2023-01-31,13,223.76,34
8482beac816eebcc5d3c1109a8737391,Male,Yes,Bank transfer (automatic),0,2021-07-03,No,1996-10-06,,ES,12648,Internet,2023-01-31,75.9,Fiber optic,No,No,No,Yes,1.0,No,2023-01-31,9,109.15,28
848f15c516c80afb5ee524a33a2c57a8,Female,Yes,Electronic check,2,2021-11-04,Yes,1981-07-05,,ES,09571,Phone,2023-01-31,84.8,Fiber optic,No,No,No,No,2.0,Yes,2023-01-31,4,99.24,43
8499841d81aee5afa6ab63884faabb8b,Female,No,Bank transfer (automatic),0,2017-03-27,No,1976-05-08,,ES,24473,Store,2023-01-31,79.6,DSL,Yes,No,Yes,Yes,1.0,Yes,2023-01-31,5,92.87,48
84c499ccb4e95e3c30ae1438fadb948e,Male,Yes,Credit card (automatic),2,2018-04-27,Yes,1992-01-28,,ES,33299,Phone,2023-01-31,97.55,Fiber optic,No,Yes,Yes,No,1.0,Yes,2023-01-31,5,53.63,32
84c683b5c3e9a011b275a4a67914ac84,Female,Yes,Bank transfer (automatic),0,2020-12-08,No,1964-09-04,,ES,23647,Phone,2023-01-31,65.8,DSL,No,Yes,No,Yes,1.0,Yes,2023-01-31,13,271.21,60
84c9d799336b4fca5f62be0f1bf1696d,Female,Yes,Electronic check,0,2022-12-26,No,1961-03-18,2023-08-25,ES,06037,Phone,2023-01-31,85.05,Fiber optic,No,No,No,No,2.0,Yes,2023-01-31,2,33.82,63
84ef99a08cd6489e13c4045329d86546,Female,Yes,Credit card (automatic),0,2019-10-12,No,1994-04-06,,ES,47033,Internet,2023-01-31,58.6,DSL,No,Yes,No,No,1.0,Yes,2023-01-31,5,51.29,30
84eff8c9d84cf1a7fd2837f075d5b6d4,Female,Yes,Bank transfer (automatic),1,2017-06-07,Yes,1983-02-17,,ES,45040,Internet,2023-01-31,19.25,No,No internet service,No internet service,No internet service,No internet service,1.0,No,2023-01-31,8,130.59,41
