customerid,gender,paperlessbilling,paymentmethod,children,contract_date,married,birth_date,churn_date,country,zipcode,contract_channel,billing_date,monthlycharges,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,phone_lines,streaming,date,tenure_months,tenure_penalty,age,probabilidad_churn,nivel_riesgo
c3c2a2d0033881f8129e1e2829715392,Male,No,Credit card (automatic),2,2017-04-02,Yes,1973-06-23,,ES,41247,Phone,2023-01-31,95.75,Fiber optic,No,Yes,Yes,No,2.0,Yes,2023-01-31,8,121.55,51,0.020082819040382328,Muy Bajo
c7d0a67eefb1e4f7178c95fd54fbde2c,Female,Yes,Electronic check,0,2018-06-02,Yes,1978-03-16,,ES,35035,Store,2023-01-31,94.75,Fiber optic,Yes,No,No,No,1.0,Yes,2023-01-31,13,241.19,46,0.020078001725366505,Muy Bajo
acb20470f55c380c955f157e5e52933b,Male,Yes,Bank transfer (automatic),0,2017-01-04,Yes,1965-11-11,,ES,50491,Internet,2023-01-31,23.55,No,No internet service,No internet service,No internet service,No internet service,2.0,No,2023-01-31,11,111.09,59,0.020075346633845206,Muy Bajo
9c21506b44ab2ece7f8156c9650ad1cd,Female,Yes,Electronic check,0,2018-01-19,No,1976-02-07,,ES,17215,Store,2023-01-31,99.65,Fiber optic,No,Yes,Yes,No,1.0,Yes,2023-01-31,8,152.87,48,0.02003691610784462,Muy Bajo
20161f737e42152b555153ee1347d596,Female,Yes,Bank transfer (automatic),0,2017-01-05,No,1988-01-11,,ES,34478,Internet,2023-01-31,116.45,Fiber optic,Yes,Yes,Yes,Yes,2.0,Yes,2023-01-31,12,187.11,36,0.02,Muy Bajo
ff867be9eb4c98f6381ce238784e10ab,Male,Yes,Bank transfer (automatic),0,2017-02-10,No,1989-12-09,,ES,6526,Store,2023-01-31,116.3,Fiber optic,Yes,Yes,Yes,Yes,2.0,Yes,2023-01-31,14,209.98,35,0.02,Muy Bajo
8c6b17919c8877de51ab4c427d8ba881,Male,Yes,Credit card (automatic),0,2017-01-12,Yes,1992-05-28,,ES,48115,Store,2023-01-31,116.95,Fiber optic,Yes,Yes,Yes,Yes,2.0,Yes,2023-01-31,10,163.95,32,0.02,Muy Bajo
74c943489f0b0c8c8b29868761b45a5a,Female,Yes,Credit card (automatic),1,2017-01-24,Yes,2004-04-11,,ES,36126,Phone,2023-01-31,116.4,Fiber optic,Yes,Yes,Yes,Yes,2.0,Yes,2023-01-31,14,196.28,20,0.02,Muy Bajo
115fa7b917fac732400bc3e285c1df15,Female,Yes,Electronic check,0,2017-08-17,Yes,2001-12-11,,ES,13009,Internet,2023-01-31,105.05,Fiber optic,Yes,No,Yes,No,2.0,Yes,2023-01-31,14,179.33,23,0.02,Muy Bajo
9e4ce63551f86627ccc43d8a1abccb92,Female,Yes,Electronic check,1,2022-01-11,No,1985-01-20,,ES,23078,Store,2023-01-31,84.05,Fiber optic,No,No,No,No,2.0,Yes,2023-01-31,14,357.82,39,0.019987061114871574,Muy Bajo
950e2bd8613049af63950386b6475d10,Female,Yes,Electronic check,0,2022-06-08,No,2000-05-05,,ES,5418,Internet,2023-01-31,75.15,Fiber optic,No,No,Yes,No,1.0,No,2023-01-31,11,176.73,24,0.01995595867099877,Muy Bajo
a26210abfbf718c9c5b8aaadaec6fcdc,Female,Yes,Credit card (automatic),0,2018-05-02,No,2004-10-16,,ES,27529,Phone,2023-01-31,44.85,DSL,No,No,No,No,0.0,Yes,2023-01-31,9,231.05,20,0.019951589404013925,Muy Bajo
68d82218dfb2dbb223630f19a90bac7a,Male,Yes,Credit card (automatic),0,2017-04-14,Yes,1980-01-09,,ES,17139,Phone,2023-01-31,53.65,DSL,Yes,Yes,No,No,1.0,No,2023-01-31,13,134.07,45,0.019945219377994653,Muy Bajo
f8b17d5ea0775241660e547551233155,Female,Yes,Electronic check,0,2017-03-22,Yes,1960-11-15,,ES,38224,Phone,2023-01-31,90.85,Fiber optic,Yes,No,No,No,2.0,Yes,2023-01-31,12,162.74,64,0.019884807310784094,Muy Bajo
a948c575c745421010da2ccabf14909e,Female,No,Electronic check,0,2022-10-23,Yes,1966-08-15,,ES,1249,Phone,2023-01-31,94.9,Fiber optic,No,No,No,No,2.0,Yes,2023-01-31,12,139.22,58,0.019833303842260227,Muy Bajo
fb6953f76b676d82e7ddcbf4ccde88b0,Female,Yes,Credit card (automatic),0,2022-08-15,No,1971-12-16,,ES,35391,Phone,2023-01-31,19.65,No,No internet service,No internet service,No internet service,No internet service,1.0,No,2023-01-31,10,106.04,53,0.019814603637057438,Muy Bajo
b6f30e77bf579a2a3bb71ef1aa1b2178,Male,No,Mailed check,0,2022-05-27,Yes,1968-11-23,,ES,42359,Phone,2023-01-31,20.25,No,No internet service,No internet service,No internet service,No internet service,1.0,No,2023-01-31,14,191.39,56,0.01979712192429351,Muy Bajo
23be370beebf89a4e6f7290f6d9acda4,Male,Yes,Bank transfer (automatic),0,2018-12-21,No,1991-05-03,,ES,15384,Internet,2023-01-31,106.65,Fiber optic,No,Yes,No,Yes,2.0,Yes,2023-01-31,13,305.94,33,0.019787601544464975,Muy Bajo
0550ef2fdc2439f7350036fb167f2687,Female,No,Bank transfer (automatic),0,2017-05-18,Yes,2006-03-08,,ES,42176,Phone,2023-01-31,58.25,DSL,Yes,No,No,Yes,2.0,No,2023-01-31,14,285.48,18,0.01978623464284853,Muy Bajo
6126bab50b82768aeb574f017c2d738c,Female,No,Bank transfer (automatic),0,2021-12-12,No,1979-02-23,,ES,3399,Phone,2023-01-31,67.8,DSL,Yes,Yes,No,Yes,1.0,Yes,2023-01-31,11,128.31,45,0.01977180237929295,Muy Bajo
2df3714d933f80ddd43b48a9ff2781a6,Female,No,Electronic check,0,2022-04-16,No,1968-09-07,,ES,12080,Phone,2023-01-31,80.55,Fiber optic,No,Yes,Yes,No,1.0,No,2023-01-31,12,179.43,56,0.01973052135202178,Muy Bajo
d65b85c015c0be2a075ec4004137dcd8,Male,Yes,Electronic check,0,2022-10-24,No,1994-12-07,,ES,10628,Store,2023-01-31,20.5,No,No internet service,No internet service,No internet service,No internet service,1.0,No,2023-01-31,7,111.07,30,0.019670802324440143,Muy Bajo
4d9b507dc68a8cc9eac05b3c1af7a229,Male,No,Bank transfer (automatic),2,2017-01-11,Yes,1973-06-07,,ES,44008,Internet,2023-01-31,105.5,Fiber optic,Yes,Yes,No,Yes,1.0,Yes,2023-01-31,9,162.55,51,0.019644070755685816,Muy Bajo
71c924908ac74f42a7c6481cedc372ad,Male,No,Electronic check,0,2017-10-09,No,1992-01-23,,ES,14222,Phone,2023-01-31,105.4,Fiber optic,No,Yes,No,Yes,2.0,Yes,2023-01-31,14,219.25,32,0.019633207752127096,Muy Bajo
f68c6c9bc261e61f1a0c6be920472dff,Female,Yes,Mailed check,0,2017-01-08,Yes,1956-07-08,,ES,3425,Store,2023-01-31,109.75,Fiber optic,Yes,No,Yes,Yes,2.0,Yes,2023-01-31,7,172.58,68,0.01959540325322731,Muy Bajo
e622d21d30234e4cf4bcb8521b12e83d,Female,Yes,Credit card (automatic),0,2018-07-26,No,1991-06-19,,ES,20380,Internet,2023-01-31,94.1,Fiber optic,No,No,Yes,No,1.0,Yes,2023-01-31,9,144.4,33,0.01958007723408446,Muy Bajo
9dfd161485f100aecb5403ec85d3ab0a,Female,No,Bank transfer (automatic),1,2022-04-03,No,1972-08-08,,ES,2466,Store,2023-01-31,93.0,Fiber optic,Yes,No,Yes,Yes,1.0,Yes,2023-01-31,9,131.1,52,0.019571473681570684,Muy Bajo
e289a9915fb34917e0faa90dceecb25c,Female,Yes,Bank transfer (automatic),0,2017-01-20,Yes,2009-07-23,,ES,44300,Internet,2023-01-31,115.5,Fiber optic,Yes,Yes,Yes,Yes,2.0,Yes,2023-01-31,14,211.26,15,0.019564566050193168,Muy Bajo
279440b0a59cb91b121558713360af78,Male,Yes,Electronic check,2,2019-09-17,Yes,1967-10-18,,ES,32054,Internet,2023-01-31,85.05,Fiber optic,No,No,Yes,No,1.0,Yes,2023-01-31,7,171.14,57,0.01947890371438875,Muy Bajo
d743d3635a1ee1245ab52ad9f13c1e7e,Male,Yes,Bank transfer (automatic),2,2019-05-17,Yes,2006-03-15,,ES,26263,Store,2023-01-31,92.95,Fiber optic,No,No,Yes,No,1.0,Yes,2023-01-31,11,220.75,18,0.019466629669109684,Muy Bajo
f3fa8f4753c9692f7fa8fd1e08df3a9c,Female,Yes,Bank transfer (automatic),1,2017-04-15,Yes,1965-06-11,,ES,20601,Store,2023-01-31,25.6,No,No internet service,No internet service,No internet service,No internet service,2.0,No,2023-01-31,10,128.94,59,0.01944302534183329,Muy Bajo
a6d2f9c12bb742a701f037a513b1a2a1,Female,No,Mailed check,0,2022-01-05,No,2006-01-17,,ES,7085,Phone,2023-01-31,20.4,No,No internet service,No internet service,No internet service,No internet service,1.0,No,2023-01-31,12,127.45,18,0.01943064155983097,Muy Bajo
c2284c1f096f7df8a4a8126d3b3c6b75,Female,Yes,Credit card (automatic),0,2019-05-07,No,1973-12-25,,ES,6090,Phone,2023-01-31,88.15,Fiber optic,No,Yes,Yes,No,1.0,Yes,2023-01-31,12,163.55,51,0.019422501328207543,Muy Bajo
512db1f3a512963153fafd7be2ee301d,Female,Yes,Mailed check,0,2018-09-15,Yes,1993-06-02,,ES,43020,Phone,2023-01-31,64.3,DSL,Yes,No,Yes,No,1.0,Yes,2023-01-31,14,145.39,31,0.019395076485827497,Muy Bajo
fd68ac160bb42687d6de987dafbc45ec,Male,Yes,Bank transfer (automatic),0,2017-04-05,Yes,1941-04-13,,ES,16148,Store,2023-01-31,95.35,Fiber optic,No,Yes,Yes,No,2.0,Yes,2023-01-31,7,125.04,83,0.0193696537021313,Muy Bajo
6de4a236140a9176f7372e16327821b0,Female,No,Credit card (automatic),1,2017-04-28,Yes,1976-04-04,,ES,37603,Internet,2023-01-31,19.8,No,No internet service,No internet service,No internet service,No internet service,1.0,No,2023-01-31,11,114.91,48,0.019318849712243548,Muy Bajo
fe6cb0cb136bbeb09cb74057eaf98d4f,Male,Yes,Electronic check,0,2021-09-26,Yes,1963-05-24,,ES,17283,Phone,2023-01-31,91.55,Fiber optic,No,No,Yes,Yes,1.0,Yes,2023-01-31,14,287.34,61,0.019290578418213414,Muy Bajo
914c2be72c3a7f950f0aa1e4889ab8e4,Male,No,Electronic check,0,2021-09-27,No,1943-04-21,,ES,10038,Store,2023-01-31,69.65,Fiber optic,No,No,No,No,1.0,No,2023-01-31,13,334.04,81,0.019216970559402007,Muy Bajo
b01f040efbe8a425989e7b2d5aad3cc6,Male,Yes,Electronic check,0,2020-04-18,No,1980-07-06,,ES,24274,Store,2023-01-31,88.95,Fiber optic,Yes,No,No,Yes,1.0,Yes,2023-01-31,9,211.26,44,0.01920460411600055,Muy Bajo
c1479a0fa946e4a658745b33f0221086,Female,No,Mailed check,2,2021-02-25,Yes,1975-06-24,,ES,13519,Internet,2023-01-31,25.1,No,No internet service,No internet service,No internet service,No internet service,2.0,No,2023-01-31,7,96.64,49,0.019192685496537167,Muy Bajo
99803f95351273c200e7a1f0000780bd,Male,No,Bank transfer (automatic),0,2018-03-04,No,1978-04-24,,ES,39422,Store,2023-01-31,80.65,Fiber optic,No,No,No,Yes,2.0,No,2023-01-31,10,134.37,46,0.019130823581737906,Muy Bajo
9a62d865aecc19e315a0aab08bdbb89e,Female,No,Electronic check,0,2018-01-02,No,1986-04-11,,ES,21424,Phone,2023-01-31,64.75,DSL,Yes,No,Yes,Yes,2.0,No,2023-01-31,9,213.66,38,0.019082017987057644,Muy Bajo
ead4b5a1ae7e515df0925aa667897b50,Male,No,Credit card (automatic),0,2018-10-08,No,2011-07-17,,ES,20096,Phone,2023-01-31,59.9,DSL,Yes,No,No,Yes,2.0,No,2023-01-31,9,185.54,13,0.019045034989498923,Muy Bajo
a9ded886356b170c70d5ce9739d568c4,Male,Yes,Mailed check,0,2017-06-11,No,1985-11-18,,ES,11510,Phone,2023-01-31,19.8,No,No internet service,No internet service,No internet service,No internet service,1.0,No,2023-01-31,11,256.18,39,0.019013869374412205,Muy Bajo
3c1bc61ecccc1ff229ef40302f33c8e1,Male,Yes,Bank transfer (automatic),0,2017-02-04,Yes,2005-02-02,,ES,17028,Internet,2023-01-31,93.25,Fiber optic,No,Yes,Yes,No,2.0,Yes,2023-01-31,12,241.58,19,0.018962670495333813,Muy Bajo
61d22bbe9afa9ac09fa352750c1a8596,Male,No,Bank transfer (automatic),0,2017-01-06,Yes,1959-08-07,,ES,42060,Store,2023-01-31,98.35,Fiber optic,No,Yes,No,No,2.0,Yes,2023-01-31,7,152.23,65,0.018939827291129682,Muy Bajo
3bfa82431a6f9e3fdb4b59f9aa4e530f,Male,Yes,Bank transfer (automatic),0,2020-12-03,Yes,2000-04-27,,ES,41415,Internet,2023-01-31,20.95,No,No internet service,No internet service,No internet service,No internet service,1.0,No,2023-01-31,7,108.94,24,0.018911362935519913,Muy Bajo
823a08d29547f459e675de7e2bda2ebc,Female,No,Electronic check,0,2017-01-22,Yes,1974-04-26,,ES,31302,Phone,2023-01-31,115.15,Fiber optic,Yes,Yes,Yes,Yes,2.0,Yes,2023-01-31,14,268.54,50,0.018811394440783294,Muy Bajo
fb4731f2a694cce3125ce73780b805bd,Male,No,Credit card (automatic),0,2019-01-26,No,2004-04-27,,ES,30513,Phone,2023-01-31,78.9,DSL,No,Yes,Yes,Yes,1.0,Yes,2023-01-31,12,131.12,20,0.01878624083323365,Muy Bajo
2eacc654c5a350e574bfb41a278dc517,Male,Yes,Electronic check,1,2021-09-14,No,1973-08-23,,ES,28496,Internet,2023-01-31,69.1,DSL,Yes,Yes,No,No,2.0,Yes,2023-01-31,12,165.36,51,0.018769324006024758,Muy Bajo
5ab6348128fd5c7150419639a2f11f71,Male,Yes,Bank transfer (automatic),2,2017-01-10,Yes,2008-07-19,,ES,16408,Store,2023-01-31,110.3,Fiber optic,Yes,Yes,Yes,No,2.0,Yes,2023-01-31,12,195.62,16,0.01876748932858351,Muy Bajo
63b2665e7b238eac6e4f9607088525c9,Male,Yes,Credit card (automatic),0,2017-01-15,No,1991-09-12,,ES,17109,Phone,2023-01-31,19.8,No,No internet service,No internet service,No internet service,No internet service,1.0,No,2023-01-31,7,98.53,33,0.01876415998293439,Muy Bajo
2baa86a59f9b1974aea24ba990f6481b,Male,Yes,Electronic check,1,2019-09-20,Yes,1998-01-08,,ES,6163,Store,2023-01-31,81.2,Fiber optic,No,No,Yes,No,2.0,No,2023-01-31,12,247.96,26,0.01875647558022504,Muy Bajo
4a68d40bbe95e8aba2a453aca207edf2,Female,Yes,Mailed check,0,2022-05-20,No,1983-02-25,,ES,19589,Internet,2023-01-31,20.7,No,No internet service,No internet service,No internet service,No internet service,1.0,No,2023-01-31,10,243.57,41,0.01875647558022504,Muy Bajo
6be96cdeb8f8f9b546dd642449008c33,Female,Yes,Credit card (automatic),0,2019-08-26,No,2009-11-28,,ES,47137,Internet,2023-01-31,81.3,Fiber optic,Yes,No,No,No,2.0,No,2023-01-31,11,233.31,15,0.018748107508544234,Muy Bajo
da69e801dfb867d50c74059245522d6e,Male,Yes,Electronic check,0,2018-05-22,Yes,1996-11-24,,ES,1415,Phone,2023-01-31,80.9,Fiber optic,No,No,No,No,1.0,Yes,2023-01-31,9,230.64,28,0.018741959038425585,Muy Bajo
ca964d9e7c1a880258f1adf51f999b44,Male,Yes,Credit card (automatic),1,2017-09-24,No,1972-09-20,,ES,51298,Phone,2023-01-31,99.15,Fiber optic,No,Yes,No,Yes,1.0,Yes,2023-01-31,12,217.91,52,0.018735973123129107,Muy Bajo
d5008ea308ade1d12d25062202528840,Female,Yes,Bank transfer (automatic),0,2017-03-26,Yes,1980-07-09,,ES,26319,Store,2023-01-31,84.8,DSL,No,Yes,Yes,Yes,2.0,Yes,2023-01-31,7,167.78,44,0.01870635631154879,Muy Bajo
41cb3aaba8b31dc21e69bd24362645a2,Male,Yes,Electronic check,0,2017-01-03,Yes,1979-05-17,,ES,46183,Store,2023-01-31,85.25,DSL,Yes,Yes,Yes,No,2.0,Yes,2023-01-31,14,236.98,45,0.01870635631154879,Muy Bajo
aed7d458dd643a2caaf13cef290a2f32,Male,Yes,Electronic check,0,2020-01-19,Yes,1971-08-21,,ES,38544,Store,2023-01-31,93.6,Fiber optic,Yes,No,No,No,1.0,Yes,2023-01-31,14,168.54,53,0.01870635631154879,Muy Bajo
abfa06ad4faf69ac359778139a264052,Male,Yes,Bank transfer (automatic),0,2019-04-06,No,1966-01-27,,ES,9522,Store,2023-01-31,103.65,Fiber optic,No,No,Yes,Yes,2.0,Yes,2023-01-31,9,223.8,58,0.01870635631154879,Muy Bajo
85106374e019e41a194a72406eb57d3a,Female,Yes,Bank transfer (automatic),0,2019-04-11,No,1936-01-13,,ES,16279,Store,2023-01-31,85.7,Fiber optic,Yes,Yes,No,Yes,1.0,No,2023-01-31,8,194.29,89,0.01870635631154879,Muy Bajo
f0eec23e43a013614bc16db781fc45cd,Male,No,Credit card (automatic),1,2017-01-06,No,2006-09-16,,ES,45493,Internet,2023-01-31,67.2,DSL,Yes,Yes,Yes,Yes,0.0,Yes,2023-01-31,7,129.69,18,0.018636925126674524,Muy Bajo
16995590680da1024c91999113e7d937,Female,Yes,Bank transfer (automatic),1,2018-09-11,Yes,1965-11-03,,ES,9058,Internet,2023-01-31,50.95,DSL,No,No,Yes,No,1.0,No,2023-01-31,13,154.68,59,0.018614028097116087,Muy Bajo
524996b504ba6fbf43c6868d366386a8,Female,Yes,Electronic check,0,2020-12-03,Yes,1938-04-04,,ES,41033,Phone,2023-01-31,69.3,Fiber optic,No,No,No,No,1.0,No,2023-01-31,7,136.65,86,0.01859131206376118,Muy Bajo
37af4be76824452519097ca41a76b85d,Female,Yes,Electronic check,0,2020-07-11,Yes,1962-10-17,,ES,34423,Internet,2023-01-31,90.05,Fiber optic,No,Yes,No,No,2.0,Yes,2023-01-31,14,226.37,62,0.01850754139603434,Muy Bajo
cb897b144e8bdf0537ad42424083188b,Male,No,Bank transfer (automatic),0,2019-04-28,Yes,1990-02-13,,ES,4401,Store,2023-01-31,81.4,Fiber optic,No,Yes,No,No,2.0,No,2023-01-31,7,137.7,34,0.01850733284896525,Muy Bajo
424cc697d9139d0e20e7949cfb3afacd,Female,Yes,Bank transfer (automatic),0,2019-01-01,Yes,1937-06-23,,ES,22000,Store,2023-01-31,70.65,Fiber optic,No,No,No,No,1.0,No,2023-01-31,13,193.59,87,0.018495493474503254,Muy Bajo
ac46ab50c1484a5cc821ca96c72c1f44,Male,Yes,Credit card (automatic),1,2020-12-21,No,2009-12-01,,ES,38497,Internet,2023-01-31,40.65,DSL,Yes,No,No,No,0.0,Yes,2023-01-31,9,228.23,15,0.018461588693813445,Muy Bajo
73ffcbe172f50d44dae506df5639fde6,Female,Yes,Bank transfer (automatic),0,2017-03-28,Yes,1963-12-02,,ES,4084,Internet,2023-01-31,104.45,Fiber optic,No,Yes,No,Yes,2.0,Yes,2023-01-31,8,127.88,61,0.018391753311889306,Muy Bajo
5c516a7e7ea71c79dada97662299779c,Male,No,Mailed check,1,2020-11-13,Yes,1985-10-21,,ES,25489,Store,2023-01-31,50.35,DSL,No,No,Yes,No,1.0,No,2023-01-31,9,201.22,39,0.018380043878814922,Muy Bajo
1f6d78b331295e471bbab2c5760f46bc,Male,Yes,Bank transfer (automatic),0,2018-10-28,Yes,1957-10-25,,ES,47422,Phone,2023-01-31,93.65,Fiber optic,Yes,No,Yes,No,2.0,Yes,2023-01-31,7,144.04,67,0.01830507888861072,Muy Bajo
9ca23aedf5be3b2bf5e6c64eb6bc9bfc,Female,No,Mailed check,0,2021-04-01,No,1998-10-25,,ES,22289,Phone,2023-01-31,35.1,DSL,Yes,No,No,Yes,0.0,No,2023-01-31,14,321.92,26,0.01826674475526844,Muy Bajo
300ffbbde2073cae4b7421910c7f4c15,Female,No,Mailed check,0,2021-02-12,Yes,1990-08-08,,ES,36351,Phone,2023-01-31,90.15,Fiber optic,No,No,Yes,No,2.0,Yes,2023-01-31,12,225.98,34,0.018253352233847817,Muy Bajo
ea94ad5feff9bb4829f95c8fc4caef04,Female,No,Bank transfer (automatic),0,2017-02-05,Yes,1965-08-24,,ES,7594,Store,2023-01-31,24.75,No,No internet service,No internet service,No internet service,No internet service,2.0,No,2023-01-31,9,231.32,59,0.018246838736401066,Muy Bajo
4cd3cdc182a8a292d9a8cf7c01f8911c,Female,No,Credit card (automatic),0,2017-03-19,Yes,2011-06-14,,ES,39184,Phone,2023-01-31,19.85,No,No internet service,No internet service,No internet service,No internet service,1.0,No,2023-01-31,7,165.25,13,0.018242849127104138,Muy Bajo
a7a31a2403510e2391190a0e6ac77f46,Male,Yes,Bank transfer (automatic),0,2017-04-10,No,1969-03-22,,ES,19615,Store,2023-01-31,60.05,DSL,Yes,Yes,No,Yes,0.0,Yes,2023-01-31,8,91.77,55,0.018235527736042083,Muy Bajo
ce06aa1a018be2f0e5cfe2fbbf85fb95,Female,Yes,Electronic check,0,2020-12-09,No,1982-06-04,,ES,4461,Phone,2023-01-31,48.25,DSL,No,No,Yes,No,0.0,Yes,2023-01-31,13,271.37,42,0.01819784416306143,Muy Bajo
ce8db6bfb9d902d89f9dc36eb1fc7df9,Male,No,Mailed check,0,2020-03-07,No,1984-04-01,,ES,40071,Phone,2023-01-31,56.95,DSL,Yes,No,Yes,No,1.0,No,2023-01-31,14,142.56,40,0.0181791469063907,Muy Bajo
c1783af2081c5ae096fdf27ff3fdee8c,Male,No,Electronic check,0,2018-06-24,Yes,1991-01-07,,ES,22201,Internet,2023-01-31,58.6,DSL,Yes,Yes,Yes,No,1.0,No,2023-01-31,8,114.24,34,0.018156613112005327,Muy Bajo
8ddfa5d10faf09c9cf409a31e650289d,Female,No,Bank transfer (automatic),1,2019-01-03,Yes,1956-12-27,,ES,4298,Internet,2023-01-31,29.9,DSL,No,Yes,No,No,0.0,No,2023-01-31,14,330.93,68,0.018149714464223744,Muy Bajo
a413367e6445c13d68f0894d62ba294d,Male,No,Mailed check,0,2022-09-01,No,2010-02-06,,ES,20308,Internet,2023-01-31,49.25,DSL,No,Yes,No,No,1.0,No,2023-01-31,12,265.84,14,0.018143927890526018,Muy Bajo
b61c136226a3192c0e6791599f82bd85,Male,Yes,Electronic check,0,2019-09-22,Yes,1968-10-11,,ES,28275,Phone,2023-01-31,80.0,Fiber optic,No,Yes,Yes,No,1.0,No,2023-01-31,9,218.63,56,0.018026393414765113,Muy Bajo
3b77ccfa2347b6f59f43798db55d0372,Male,Yes,Electronic check,0,2017-01-03,Yes,2005-12-06,,ES,49139,Store,2023-01-31,108.2,Fiber optic,No,Yes,Yes,Yes,2.0,Yes,2023-01-31,13,295.6,19,0.017994642739515506,Muy Bajo
8952f0d5c40da8a54379af01f81e88a7,Female,No,Mailed check,1,2021-09-08,Yes,1984-04-14,,ES,13278,Store,2023-01-31,19.35,No,No internet service,No internet service,No internet service,No internet service,1.0,No,2023-01-31,7,89.8,40,0.017972218926485248,Muy Bajo
8672a5142372f0aa6aab662a6b52e93e,Female,No,Bank transfer (automatic),0,2017-08-14,No,2008-06-05,,ES,51295,Phone,2023-01-31,26.5,No,No internet service,No internet service,No internet service,No internet service,2.0,No,2023-01-31,9,226.85,16,0.017963425720289153,Muy Bajo
d17f73f90254bd5335df29f6a86303b8,Male,Yes,Electronic check,0,2018-10-19,No,1975-02-15,,ES,33222,Store,2023-01-31,99.0,Fiber optic,No,Yes,Yes,No,1.0,Yes,2023-01-31,14,322.01,49,0.01796342572028915,Muy Bajo
95e510a564299026f090948742e46b23,Male,Yes,Credit card (automatic),0,2017-09-19,No,1989-02-10,,ES,8210,Phone,2023-01-31,84.3,Fiber optic,Yes,Yes,No,No,2.0,No,2023-01-31,11,158.31,35,0.01794452347083926,Muy Bajo
682802a4c18228477933d8bc4cf9f00a,Female,Yes,Credit card (automatic),1,2019-09-14,Yes,2005-04-03,,ES,14405,Store,2023-01-31,96.35,Fiber optic,No,Yes,Yes,No,2.0,Yes,2023-01-31,14,140.52,19,0.01784838147250154,Muy Bajo
9416bbc81af47b6ab3cbcb810b054a77,Female,Yes,Electronic check,2,2022-04-08,Yes,1973-04-09,,ES,27270,Store,2023-01-31,75.85,Fiber optic,No,No,No,Yes,1.0,No,2023-01-31,13,299.33,51,0.017793745767091283,Muy Bajo
1dca799d234e3504c08910417e3bb423,Female,Yes,Bank transfer (automatic),2,2022-09-12,No,1984-03-12,,ES,51528,Internet,2023-01-31,20.05,No,No internet service,No internet service,No internet service,No internet service,1.0,No,2023-01-31,8,118.84,40,0.01779324741628874,Muy Bajo
776846ce071b9e8e2c55b83ab00f642b,Male,No,Bank transfer (automatic),2,2019-05-07,Yes,2007-07-08,,ES,34285,Store,2023-01-31,20.0,No,No internet service,No internet service,No internet service,No internet service,1.0,No,2023-01-31,12,224.85,17,0.017769948717034426,Muy Bajo
b88913e85977f925b6adb026adb673a4,Female,Yes,Credit card (automatic),0,2017-10-18,No,1971-01-06,,ES,31116,Internet,2023-01-31,79.85,DSL,Yes,Yes,Yes,Yes,2.0,Yes,2023-01-31,11,121.1,54,0.017769948717034426,Muy Bajo
7de47e2774df58a64f9bbb0de0d6ba4a,Female,Yes,Electronic check,0,2017-04-14,Yes,1971-10-02,,ES,16588,Internet,2023-01-31,26.3,No,No internet service,No internet service,No internet service,No internet service,2.0,No,2023-01-31,14,223.46,53,0.017695934548881662,Muy Bajo
fe4d85feb4a08afa366dab84ec14e9cb,Female,No,Credit card (automatic),1,2017-10-28,Yes,1986-11-15,,ES,21041,Store,2023-01-31,20.0,No,No internet service,No internet service,No internet service,No internet service,1.0,No,2023-01-31,10,111.25,38,0.017619302427396996,Muy Bajo
e1e35dcd1799125262af2af11260ddf1,Male,Yes,Mailed check,1,2021-01-21,Yes,1992-01-12,,ES,13323,Phone,2023-01-31,84.8,DSL,Yes,No,Yes,Yes,2.0,Yes,2023-01-31,10,113.54,32,0.017618264721685952,Muy Bajo
5bcbbcde375e7db531123dc06818661b,Female,Yes,Bank transfer (automatic),0,2018-01-19,No,1948-05-10,,ES,25075,Store,2023-01-31,101.4,Fiber optic,Yes,No,No,No,2.0,Yes,2023-01-31,13,312.59,76,0.017545666682510067,Muy Bajo
85f719b9659ded12f0b093a37d2ab351,Male,Yes,Electronic check,0,2017-01-22,Yes,2004-02-19,,ES,39517,Phone,2023-01-31,115.55,Fiber optic,Yes,Yes,Yes,Yes,2.0,Yes,2023-01-31,11,213.65,20,0.017486628941830687,Muy Bajo
dc02ba05575d3c236a05254ab2aef8bb,Male,No,Mailed check,1,2022-10-24,No,1984-09-17,,ES,28112,Store,2023-01-31,20.85,No,No internet service,No internet service,No internet service,No internet service,1.0,No,2023-01-31,13,295.06,40,0.017442477876106196,Muy Bajo
6825b60a7253edd0f62f2bd24787536e,Female,No,Electronic check,0,2022-01-25,No,2006-04-05,,ES,29507,Phone,2023-01-31,60.65,DSL,No,Yes,Yes,Yes,0.0,Yes,2023-01-31,7,145.74,18,0.017412712623097584,Muy Bajo
e4a3960a0ed06de782b09eb81547df25,Male,Yes,Credit card (automatic),0,2020-07-09,No,1982-10-01,,ES,17013,Store,2023-01-31,84.3,Fiber optic,Yes,Yes,Yes,No,1.0,No,2023-01-31,10,161.31,42,0.01741271262309758,Muy Bajo
63c42069790732c9a25f5f7d365e8114,Female,Yes,Electronic check,0,2020-08-13,No,1964-07-26,,ES,48382,Phone,2023-01-31,55.25,DSL,No,Yes,No,No,2.0,No,2023-01-31,11,213.06,60,0.017375165030670225,Muy Bajo
